Id,Artist Name,Track Name,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in min/ms,time_signature,Class
2272,The Doors,Roadhouse Blues - New Stereo Mix,0.13043478260869565,0.25221238938053064,-0.08781869688385247,9.0,-0.23069012797074934,0.0,-0.3374741200828158,0.02966958264007697,-0.06832231044411481,-0.3666719168372972,0.7305630026809651,0.004005759761076506,0.4077372875214833,0.0,10
2273,Blackalicious,Swan Lake,0.30434782608695654,1.544247787610619,-0.4787535410764871,9.0,-0.681329981718464,-1.0,3.5797101449275366,0.10118554509330524,0.14099991274757875,1.4112458654906284,0.39276139410187666,-0.5735110247278633,1.150140958609648,0.0,5
2274,Jeremy Zucker,HONEST,1.0,0.8805309734513271,-0.20396600566572226,11.0,0.030050274223034926,0.0,4.511387163561078,0.12371240578809621,0.0,-0.18711608127264137,0.8056300268096515,-0.47602173539468,-25.786891673240913,0.0,9
2275,The Kid LAROI,WITHOUT YOU (with Miley Cyrus),1.826086956521739,0.486725663716814,-0.6515580736543909,Unknown,0.17287477148080457,0.0,-0.37060041407867506,0.22892224031262384,0.0,-0.21042683887226335,-0.0361930294906165,-0.6518248131929344,-0.6123284427926494,0.0,10
2276,Trisha Yearwood,Shallow (The Duet with Garth Brooks and Trisha Yearwood),0.6956521739130435,-0.8230088495575223,-0.8696883852691217,5.0,-0.19778336380255918,0.0,-0.37060041407867506,1.0483413899759462,0.0,-0.10710348086312806,-0.2989276139410187,-0.5822810313053683,-25.37611275583598,0.0,4
2277,Lush,Desire Lines,0.08695652173913043,-0.7477876106194691,-0.10198300283286098,9.0,0.35706124314442433,-1.0,-0.3022774327122154,-0.22011574691046665,0.015181921298316029,-0.34021105685934794,-1.0938337801608577,0.023441990554465997,1.8668585998801146,0.0,6
2278,The Amazons,Mother,0.0,-0.513274336283186,0.4929178470254959,5.0,0.20395338208409505,0.0,0.1407867494824017,-0.21040669555436425,5.149288892766775,-0.11340368561978265,-0.11126005361930288,-0.9606949637644665,0.8995301887319138,0.0,10
2279,Дурной Вкус,звук и темнота,0.043478260869565216,-0.0353982300884956,0.14730878186968852,4.0,0.14933729433272397,-1.0,-0.28985507246376824,0.6164773690613673,14.6772532937789,-0.21798708458024887,0.792225201072386,1.0406205372221597,0.020237007585322226,0.0,6
2280,Advaita,Gamapani,-1.6521739130434783,0.5840707964601769,0.10481586402266299,4.0,-0.6632769652650822,0.0,-0.08074534161490686,0.46160572375767733,2.4793648023732655,0.415813513939203,1.3230563002680964,0.2340169592965031,-27.00304150378022,0.0,0
2281,JayWood,What You Do To Me,-0.391304347826087,-0.2212389380530975,0.4787535410764874,7.0,0.4322440585009142,0.0,0.31055900621118016,0.10871453149324843,14.153738766250761,-0.2356276578988817,0.5026809651474532,-0.9252593966472505,0.46323605351388925,0.0,1
2282,Savannah Conley,Being Around You,-0.782608695652174,0.23451327433628286,-0.30594900849858353,8.0,0.37168647166361996,0.0,-0.43271221532091103,0.24329520040840583,-0.056888578658057756,-0.36289179398330446,-0.0361930294906165,-0.6397127230277858,-0.3735557875374778,-1.0,6
2283,Public Image Ltd.,Rise,0.34782608695652173,-0.053097345132743404,0.1133144475920681,7.0,-0.5364488117001828,0.0,0.18633540372670798,-0.2121756185847836,-0.06834150597679085,2.1798708458024882,0.4168900804289544,-0.7991372209745377,1.4079612052024983,0.0,1
2284,Lior Narkis,חלקת אלוהים - השיר של אופיר,0.0,-0.2920353982300887,-0.7223796033994333,Unknown,0.11803016453382098,0.0,-0.32091097308488614,1.523088811523214,0.0,0.07560245707985498,-0.6554959785522787,-0.2878695402264795,-0.43058702999599957,0.0,9
2285,Zeev Tene,Beirut,-1.1304347826086956,0.9513274336283183,0.03966005665722383,2.0,-0.9308729433272392,0.0,-0.31677018633540377,-0.21360841788425397,0.0,-0.04410143329658218,1.0737265415549597,-0.4984208062480374,-0.7887413241844046,0.0,6
2286,Simon Provencher,Mesures,-1.608695652173913,-0.9911504424778761,-0.7620396600566571,Unknown,-1.3678016453382082,-1.0,-0.27950310559006225,1.3170023520164875,15.445074600820172,0.08190266183650959,-0.634048257372654,0.29239675983811014,-0.6972798687729939,-1.0,6
2287,Kishore Kumar,Zindagi Milke Bitayenge - Sad Version / Satte Pe Satta / Soundtrack Version,-1.2173913043478262,-1.0619469026548674,-1.804886685552408,3.0,-2.185443327239488,-1.0,-0.2153209109730849,1.6346272942761337,-0.0666084983858302,0.13860450464640095,-0.701072386058981,-0.6633443353460896,-26.606442625726704,1.0,3
2288,boy pablo,wachito rico,0.6521739130434783,0.6946902654867252,0.1388101983002834,9.0,-0.5234232175502741,0.0,-0.016563146997929653,-0.12803240484021144,-0.016752464880900444,-0.15750511891636482,1.3042895442359248,0.07016005262003934,0.0583407595307992,0.0,6
2289,Zara Larsson,Morning,-0.43478260869565216,0.3274336283185838,-0.19263456090651546,11.0,0.22749085923217566,0.0,1.1780538302277432,0.12620430693935447,-0.06838530669226071,0.7371239565285871,0.7815013404825737,-0.32593610931694705,-0.4161662847335858,0.0,9
2290,Nürnberg,Viera,-0.6521739130434783,-0.3362831858407082,0.3626062322946176,9.0,0.6056901279707495,-1.0,-0.26501035196687384,-0.21972144718936323,-0.0544280603786755,0.37801228539927545,0.5831099195710454,0.8259924032780861,-0.3269255031288935,0.0,6
2291,Ariana Grande,god is a woman - live,0.391304347826087,-0.20796460176991166,0.38810198300283294,10.0,0.4089351005484461,-1.0,0.40993788819875776,0.19266570294563762,-0.06829089957246313,5.304772405103166,-0.540214477211796,0.5883489277481826,-25.45132454543415,0.0,9
2292,Nana Adjoa,No Room,0.21739130434782608,0.0707964601769912,-0.7365439093484418,9.0,-1.1495658135283362,0.0,-0.21118012422360252,0.8416431972103448,0.8093534595585027,-0.15120491415971024,-0.46514745308310984,0.6012195049686831,0.010168342638748924,-1.0,1
2293,Deathbeds AU,Enough Isn't Enough,-1.173913043478261,-0.756637168141593,0.8016997167138812,10.0,0.7450868372943328,-1.0,2.0269151138716355,-0.21740464326449946,-0.06720704999563737,1.1466372657111354,-1.0348525469168899,1.3736437599625502,-0.10068477449122064,0.0,8
2294,Whitesnake,Here I Go Again - 2018 Remaster,1.1304347826086956,-1.1194690265486726,0.3512747875354108,7.0,0.05724405850091421,0.0,-0.13250517598343692,-0.1878174868614173,-0.06704650554052874,0.16380532367301934,-0.634048257372654,-0.7139496435703412,0.6547590392211442,0.0,10
2295,Kevo Muney,I Got Feelings,0.2608695652173913,1.141592920353982,-0.4362606232294615,10.0,-0.41327696526508195,0.0,4.801242236024845,-0.12748724875378636,0.0,-0.10710348086312806,-1.0219839142091152,0.5676801554898463,-0.31133348127976596,0.0,5
2296,Etherius,The Rivers of Sand and Blood,-0.7391304347826086,-1.075221238938053,0.7478753541076488,1.0,0.03027879341864723,-1.0,1.9648033126293993,-0.22055066717956032,15.043713463048599,1.461647503543865,-1.0466487935656834,1.7467506533062336,-0.03254034818627014,0.0,8
2297,2WEI,Boom Boom,0.6521739130434783,-0.265486725663717,0.10764872521246469,2.0,-0.12762797074954285,0.0,0.9772256728778467,-0.20006810716251885,-0.01378588255824099,-0.3358009135296897,-0.9048257372654155,0.845191606866678,-0.44772614100981895,0.0,2
2298,Jack Harlow,Already Best Friends (feat. Chris Brown),1.434782608695652,1.4513274336283182,-0.3512747875354108,10.0,-0.06181444241316254,-1.0,0.47826086956521735,0.01985751272252979,0.0,-0.13230429988974643,1.049597855227882,-0.4042498977820182,-0.13915516943023043,0.0,5
2299,Pretty Sick,Superstar,0.13043478260869565,0.03982300884955755,-0.263456090651558,7.0,0.2910191956124315,0.0,-0.44513457556935826,0.17803141513778742,-0.0682720530494721,0.9639313277681523,0.3176943699731903,-0.6179062201864222,0.1305476297922357,0.0,6
2300,"Ilaiyaraaja, K. J. Yesudas",Surmayee Ankhiyon Mein - Happy Version,-0.043478260869565216,0.314159292035398,-0.9178470254957506,6.0,-0.10294789762340034,-1.0,-0.4492753623188407,0.9589602381186324,0.0,-0.41203339108521025,-0.028150134048257395,-0.5619677998542285,-24.95960255101051,0.0,3
2301,Melanie C,Never Be The Same Again - Acoustic,-0.17391304347826086,0.6238938053097345,-0.8838526912181301,7.0,-0.2592550274223033,-1.0,-0.32091097308488614,1.2742435359385618,-0.06835947997556932,-0.09450307134981886,-0.02546916890080431,-0.9260415864230821,-0.04359886357835354,0.0,9
2302,Basement,Promise Everything,0.08695652173913043,-1.084070796460177,0.7308781869688386,4.0,0.23320383912248632,0.0,1.3436853002070395,-0.22051094693370635,-0.068130180612512,0.863128051661679,-0.34450402144772113,-1.0382739678946655,-0.6764340975608308,0.0,10
2303,Justice,We Are Your Friends - Justice Vs Simian,0.7391304347826086,0.30973451327433604,0.7677053824362607,9.0,1.1066384826325408,-1.0,1.4886128364389233,-0.1914396843716336,6.632580054096501,0.30871003307607486,0.07104557640750675,0.06952007916708625,0.5435219779528573,0.0,6
2304,The Stone Roses,Beautiful Thing,-0.17391304347826086,0.43362831858407064,0.07648725212464597,Unknown,-0.44778336380255945,0.0,0.12008281573498965,-0.218755646050485,0.1200593316464532,-0.3080800126004095,0.19436997319034868,-0.6170766249696312,1.6676671018716567,0.0,10
2305,Lil' Kim,"Not Tonight (feat. Da Brat, Left Eye, Missy ""Misdemeanor"" Elliott and Angie Martinez) - Remix",0.4782608695652174,1.3672566371681412,-0.27478753541076484,6.0,-0.7194926873857405,-1.0,5.650103519668738,-0.0328829527624601,0.0,1.0269333753346983,0.2989276139410187,-0.4890108262175793,0.4491564187778661,0.0,5
2306,Dinosaur Jr.,Start Choppin',0.391304347826087,-0.7610619469026549,0.15864022662889532,2.0,-0.12808500914076767,0.0,1.1573498964803313,-0.20903163404645858,-0.054462961347177374,-0.4126634115608757,0.23994638069705082,-0.19547633579644108,1.1557232605167989,0.0,1
2307,Nicola Wincenc,SXSPLXN,-0.782608695652174,-1.008849557522124,0.5835694050991503,2.0,-0.11597349177330882,0.0,0.4472049689440993,-0.21878661412630637,2.758572550388273,-0.3584816506536463,-0.7600536193029489,0.37360228020171027,-0.2605105389209742,0.0,10
2308,pg.lost,Eraser,0.08695652173913043,-1.3407079646017699,0.4844192634560908,7.0,0.1365402193784278,0.0,0.039337474120082795,-0.22057148531933599,13.193962132449174,1.5183493463537563,-0.7734584450402143,0.1647339073342144,2.1168896705543414,0.0,8
2309,JAY-Z,Big Pimpin',1.0434782608695652,1.4823008849557517,0.32577903682719545,11.0,0.16144881170018283,-1.0,1.923395445134576,0.21688850109218624,0.0488613559026263,-0.4447944558198141,1.2372654155495977,0.42719413120640926,0.7199071611170288,0.0,5
2310,Creeper,Be My End,-0.043478260869565216,-0.7876106194690267,0.5127478753541078,Unknown,0.8730575868372944,0.0,0.2028985507246376,-0.20734879885868712,-0.04921036558764505,-0.19530634745629233,-0.1970509383378016,1.037373264516435,-0.6544237063329496,0.0,10
2311,Varg,Zeichen,-0.9565217391304348,-1.5398230088495575,0.7450424929178471,9.0,0.026622486288848324,-1.0,1.3850931677018634,-0.21861488635985638,12.775150510426663,1.3482438179240825,-1.1812332439678281,1.1160188910682227,0.9582380542713044,-1.0,8
2312,Rich Homie Quan,To Be Worried,0.0,-0.22566371681415945,-0.1473087818696882,4.0,-0.32232632541133427,-1.0,6.788819875776397,-0.16756351012425386,0.0,-0.10080327610647347,-0.38203753351206415,0.9134791445688178,-0.3233592504677308,0.0,5
2313,Toronzo Cannon,The Chicago Way,-0.391304347826087,0.053097345132743404,0.662889518413598,4.0,0.48960237659963435,-1.0,0.05797101449275356,0.34651418949208335,0.06631184015356427,-0.13860450464640103,0.44906166219839144,-0.21846797466179185,0.5396750801682528,0.0,2
2314,The Breeders,Wait in the Car,-0.391304347826087,-0.3495575221238938,0.20113314447592087,6.0,0.2654250457038391,-1.0,-0.308488612836439,-0.20384611762464983,-0.05945379984294564,0.4599149472357852,-0.014745308310991969,0.47815498023785696,-1.2586598155720672,0.0,6
2315,Orden Ogan,Let the Fire Rain,0.30434782608695654,-0.6150442477876106,0.6968838526912181,2.0,1.082152650822669,-1.0,0.4182194616977225,-0.22044671963601753,-0.0655091178780211,0.6552212946920776,-0.8109919571045575,-0.6541002743589899,0.6577790190712639,0.0,8
2316,Bruno Mars,Marry You,1.3478260869565217,0.33185840707964576,0.3767705382436261,10.0,0.4948583180987204,0.0,-0.22981366459627342,0.5870227938234889,0.0,-0.15750511891636482,0.0013404825737265424,0.5893918474492909,0.22891642440866175,0.0,9
2317,Marchita,Silvana Estrada,-0.43478260869565216,-0.5221238938053099,-1.7628895184135978,4.0,-1.4758912248628882,-1.0,-0.060041407867494824,1.7051843222373007,-0.06837570892592269,-0.43534414868483223,-0.34450402144772113,-0.3640974892893334,-25.335431482293266,0.0,0
2318,The Horrors,Still Life,0.2608695652173913,-0.6769911504424779,-0.06232294617563714,7.0,0.19389853747714816,0.0,-0.39337474120082827,-0.21518252756198314,0.016403455195881683,2.7468892739014015,0.09785522788203761,1.1858708083220257,1.0190591203514265,0.0,1
2319,Daniel Tompkins,Tyrant,-0.6521739130434783,-0.08407079646017705,0.5524079320113316,11.0,0.07826782449725782,0.0,0.002070393374741117,-0.2198960588288109,4.032457900706744,-0.27783902976846747,-0.3659517426273458,0.28405340222924114,0.8292749517873391,0.0,8
2320,In Flames,Through Oblivion,-0.13043478260869565,-0.11061946902654875,-0.130311614730878,1.0,0.2841636197440587,0.0,0.3146997929606625,-0.1997604923974962,0.004013611377715735,0.2079067569696015,0.32305630026809645,1.1824813192934225,0.0926465373032713,0.0,8
2321,Lloyd Cole and the Commotions,Rattlesnakes,0.21739130434782608,-0.3893805309734514,0.5240793201133146,9.0,-0.6719606946983546,0.0,0.42236024844720504,-0.16480029845807087,-0.0676782130704127,-0.2457079855095291,0.5402144772117964,0.7510681038416189,-0.017242868595963978,0.0,6
2322,The Who,The Real Me,-0.043478260869565216,-0.23451327433628336,0.6600566572237964,5.0,-0.003313528336380043,-1.0,1.3850931677018634,-0.049800899858878436,0.016054445510862922,1.3293432036541188,0.25067024128686316,0.6842975402501825,-0.09532735992642731,0.0,10
2323,Wooden Shjips,Eclipse,-0.13043478260869565,-0.7168141592920354,-0.6345609065155807,11.0,-1.1034049360146252,-1.0,-0.3995859213250519,-0.20076735657605108,13.176511648198236,-0.13230429988974643,-0.37935656836461107,0.5063612176087512,1.4374046076341283,0.0,6
2324,NOAHFINNCE,Stupid,0.30434782608695654,-0.1150442477876107,-0.04815864022662863,9.0,-0.07346892138939658,0.0,0.8819875776397517,-0.17143656552655664,0.0,-0.22932745314222713,0.894101876675603,0.8754362781988305,-0.6968535398394825,0.0,10
2325,Pink Floyd,Shine On You Crazy Diamond (Pts. 1-5),0.9565217391304348,-1.2345132743362832,-1.1473087818696883,7.0,-1.1253427787934185,-1.0,-0.37267080745341624,1.389508060326648,12.094581624640082,-0.13860450464640103,-1.1817694369973188,0.42382834489828586,3.2158023022636524,-1.0,10
2326,James Smith,Say You'll Stay - Acoustic,-0.17391304347826086,-0.04867256637168145,-1.2492917847025495,2.0,-0.22703382084095042,-1.0,-0.3271221532091098,1.6520706569296093,0.0,0.26460859977949286,0.08445040214477217,-0.7416344210906809,0.0283240599594544,0.0,9
2327,Inner Wave,Mushroom,0.30434782608695654,0.6991150442477871,0.2322946175637396,4.0,0.33763711151736764,0.0,-0.43271221532091103,0.43494532855120377,9.424657534246576,0.16380532367301934,0.9772117962466487,-0.45393079990755947,-0.5422100670190905,0.0,6
2328,YUKIKA,Insomnia - JP Ver.,-0.5217391304347826,0.8539823008849554,0.29178470254957534,Unknown,0.7281764168190129,-1.0,0.20910973084886125,1.0822504387813376,-0.06808829945030974,0.6615214994487322,0.7064343163538873,-0.35814810644891776,-0.020697383540038083,0.0,9
2329,Sonia Leigh,Jack Is Back,-0.4782608695652174,0.5840707964601769,0.18980169971671407,10.0,-0.22086380255941496,-1.0,-0.10766045548654252,-0.20303411759948228,-0.06625948870081144,0.07560245707985498,0.29088471849865943,0.28298677980765236,-0.6052284115870766,0.0,10
2330,Jack Harlow,Baxter Avenue,0.4782608695652174,0.6858407079646013,-0.06515580736543884,8.0,-0.3945383912248628,0.0,6.726708074534161,0.17313637642949914,0.0,-0.14490470940305564,0.5455764075067026,-0.6509478125351841,-0.013017365100781603,0.0,5
2331,brakence,fuckboy,0.7391304347826086,0.8185840707964598,-0.2521246458923512,8.0,-0.17607404021937825,-1.0,3.9523809523809526,0.6724273801341325,0.0,0.09450307134981878,0.8565683646112601,0.6284065253589483,-0.6640440744388302,0.0,5
2332,Imagine Dragons,Smoke And Mirrors,0.17391304347826086,0.24778761061946872,-0.17847025495750693,7.0,-0.061585923217550236,0.0,-0.3892339544513459,-0.04132922632191485,0.3120146584067708,1.9971649078595053,-1.070509383378016,-0.2387575033924521,0.5266250793927821,0.0,10
2333,MAGENTA,Monogramme (Edit),-0.391304347826087,-0.265486725663717,-0.49291784702549557,7.0,-0.34929159049360126,-1.0,0.047619047619047554,-0.20967698749785021,0.057761102870604666,-0.05670184280989137,0.9450402144772116,1.7467506533062336,-0.5754039622293353,0.0,6
2334,Itay Levi,טעיתי,-0.8695652173913043,-0.5176991150442479,0.01133144475920681,3.0,0.4505255941499087,-1.0,0.23395445134575565,0.5422553171700623,0.0,-0.29925972594109307,0.022788203753351225,1.3211659368203992,0.8681235061314517,0.0,9
2335,Pantera,Walk,1.2608695652173914,-0.508849557522124,0.014164305949008513,1.0,-0.22726234003656273,-1.0,0.6894409937888198,-0.22014954659753114,-0.029840328069103913,-0.22491730981256897,0.5965147453083108,-0.043091545832172846,0.9742430171478393,0.0,8
2336,Josh Turner,Would You Go With Me,1.391304347826087,0.2654867256637165,0.4674220963172806,6.0,0.37671389396709326,0.0,-0.37060041407867506,0.12371240578809621,-0.05397434778815112,-0.10080327610647347,0.6849865951742626,0.06774237513110579,-25.323554487289353,0.0,4
2337,Trippie Redd,PILL BREAKER (feat. blackbear & Machine Gun Kelly),1.173913043478261,-0.0796460176991151,0.2577903682719549,2.0,0.17036106032906778,0.0,0.6563146997929605,-0.17586944459673018,0.0,1.5183493463537563,-0.6554959785522787,0.7815735050990478,-0.39256148361710796,-1.0,10
2338,Chris Marshall,Tun Up,-0.08695652173913043,0.8849557522123891,0.3654390934844193,2.0,0.6792733089579525,-1.0,0.2546583850931677,0.32570667051301144,-0.06714073815548381,-0.3925027563395811,0.9986595174262733,-0.5960523119040991,0.19516074774379752,0.0,9
2339,Advaita,Rasiya,-0.21130434782608692,-0.2300884955752214,-0.3314447592067989,8.0,-1.1180301645338209,0.0,-0.32298136645962744,1.0964067201678265,16.07329203385394,-0.08820286659316427,-0.6179624664879355,0.7092090994743923,-24.553096918719394,0.0,0
2340,New Hope Club,Worse,0.2608695652173913,0.2654867256637165,-0.130311614730878,11.0,0.0812385740402194,-1.0,0.25258799171842644,-0.055905689882525804,-0.06827240205915715,0.3024098283194203,0.7359249329758712,-0.59410868882476,-0.16683690574206783,0.0,9
2341,Infectious Grooves,Violent & Funky,0.043478260869565216,-0.30088495575221264,0.5665722379603402,2.0,0.2183500914076784,0.0,1.5300207039337475,-0.21991577372613794,-0.06589302853154175,-0.43597416916049775,0.19973190348525485,-0.3611820546703249,0.4843202369310125,0.0,8
2342,Wig Wam,Kilimanjaro,-0.4782608695652174,-0.4292035398230089,-0.32294617563739375,1.0,-1.1911563071297988,0.0,-0.3871635610766046,-0.21888515117791219,9.45955850274845,-0.4145534729878721,-0.21849865951742614,-0.8311595963426706,0.28599426411881157,0.0,10
2343,Connie Constance,Electric Girl,-0.13043478260869565,-0.18141592920353997,0.3201133144475924,2.0,0.16167733089579533,0.0,0.6335403726708075,0.14853277839936743,0.0,2.3436761694755077,-0.21581769436997306,0.9445771138382411,-0.47461875930807723,-1.0,6
2344,La Dispute,Such Small Hands,0.5217391304347826,0.45575221238938035,0.09348441926345617,5.0,0.4157906764168191,0.0,0.7246376811594204,0.35111728539828196,-0.0453712590524387,-0.3830524492045992,-0.4195710455764074,0.9438423295033689,-1.8541426782845885,0.0,10
2345,Machine Head,Halo,0.043478260869565216,-1.3982300884955752,0.764872521246459,9.0,0.5284506398537478,0.0,3.4554865424430643,-0.22004533219820854,0.4341680481633365,1.4049456607339736,-1.0040214477211795,0.6840131076044256,2.2626280859720773,0.0,8
2346,Russ,3:15 (Breathe),-0.43478260869565216,-0.41592920353982304,-0.20396600566572226,8.0,0.5538162705667277,0.0,1.6542443064182195,1.0875673841806541,0.09876974086030887,-0.06930225232320056,0.7761394101876675,-1.0753924281659433,-0.3013906055905578,0.0,5
2347,The Bees,A Minha Menina,0.0,-0.10619469026548681,0.30878186968838556,9.0,-0.2713665447897623,-1.0,0.10144927536231874,1.4430785774583879,0.11482418637117181,0.61742006615215,0.9477211796246647,-0.5023317551271949,-0.47882281730902576,0.0,1
2348,I've Been The One (feat. Meg Baird),"Bill Callahan, Bonnie Prince Billy, Meg Baird",-0.34782608695652173,0.3539823008849555,-1.4249291784702547,9.0,-1.0133683729433272,0.0,-0.19875776397515538,1.4879796258179538,-0.03612250239944158,-0.22617735076389983,-0.48391420911528144,-0.010026250762931361,-25.261516736841678,0.0,0
2349,Chubby Checker,Let's Twist Again,0.9130434782608695,0.26106194690265455,0.028328611898017025,8.0,0.14545246800731276,0.0,2.296066252587992,0.04458031793739379,0.0,-0.4655851315167742,1.14343163538874,1.1323263627582858,-26.221167120488264,0.0,10
2350,Eleine,Mein Herz brennt,0.0,0.00442477876106195,-0.09065155807365416,7.0,-0.6559643510054843,0.0,-0.1449275362318842,-0.21982001694580217,2.1129046331035686,-0.13230429988974643,-0.7922252010723859,-0.8728526816665386,0.7056754685405833,0.0,8
2351,Jean Dawson,Power Freaks,0.2608695652173913,0.07522123893805316,0.08498583569405108,8.0,0.22634826325411353,0.0,-0.18633540372670812,0.21688850109218624,-0.06098944245702818,2.954796030871003,-1.1158176943699731,-0.35679705138157236,0.4470240868908357,0.0,6
2352,The Cold Stares,Head Bent,-0.4782608695652174,0.07964601769911461,0.6798866855524079,1.0,-0.07049817184643499,0.0,0.28778467908902683,-0.21880350594751502,0.049035860745135676,0.9954323515514252,0.28552278820375326,-0.17966662123645244,-0.7155928373134043,-3.0,10
2353,Passenger,The Way That I Love You - single version,0.782608695652174,-0.16371681415929215,-1.065155807365439,1.0,-1.422646252285192,0.0,-0.2567287784679089,1.2973481276347063,-0.06806910391763371,-0.06930225232320056,-0.022788203753351225,0.018985879104274246,-0.636308249113185,0.0,9
2354,Ozzy Osbourne,Dreamer,0.9130434782608695,-0.2300884955752214,-0.17847025495750693,1.0,-0.09015082266910417,0.0,-0.44513457556935826,-0.04874054638148313,-0.06836244655789198,-0.23247755552055444,-0.540214477211796,-0.9633022630172382,0.7352692588378158,0.0,10
2355,Motion City Soundtrack,Everything Is Alright,0.8695652173913043,-0.48672566371681425,0.7110481586402266,8.0,0.7185786106032906,0.0,1.2194616977225672,-0.2191948614947195,0.0,1.184438494251063,-0.06300268096514736,0.9700812410744445,-0.01487794275538524,0.0,10
2356,Doli & Penn,את יודעת אמא,-0.6956521739130435,0.132743362831858,-0.5439093484419262,4.0,-0.3147851919561242,-1.0,-0.1345755693581782,0.45939363564416225,0.0,-0.06300204756654597,-0.5616621983914207,0.1900721155270598,0.05395225835275466,0.0,9
2357,A. G. Cook,Jumper,-0.5217391304347826,-0.2389380530973453,-0.4900849858356939,Unknown,-0.011997257769652495,0.0,-0.318840579710145,0.021150528795080812,-0.06830992060029664,1.045833989604662,-0.698391420911528,0.9455963308188702,-0.2895652192237803,0.0,6
2358,Andy Sheppard Quartet,Romaria,0.17391304347826086,-0.7300884955752213,-1.804886685552408,7.0,-3.4112202925045696,0.0,-0.2091097308488614,1.680905034230521,11.86772532937789,0.13860450464640095,-0.8029490616621983,0.3345638995715736,-24.721592612888475,-1.0,7
2359,Kaisaku,Cerulean,-0.5217391304347826,0.18141592920353947,-0.42209631728045305,5.0,-0.8757998171846434,0.0,-0.12422360248447217,-0.14087403720154087,16.282697844865194,-0.3880926130099228,-0.9450402144772116,-0.09684931588023014,0.7913321125982901,0.0,9
2360,Gods and Monsters,"Johnny Flynn, Robert Macfarlane",-0.6086956521739131,-0.6858407079646018,-0.31444759206798867,2.0,-0.2327468007312613,0.0,-0.2691511387163562,1.2626197891350912,-0.03804205566704475,-0.13230429988974643,-0.12466487935656831,0.05271485034694868,-25.42108495139195,0.0,0
2361,Franc Moody,Tired of Waiting,0.2608695652173913,1.0221238938053094,0.41076487252124655,10.0,-0.017938756855575666,-1.0,-0.06832298136645973,-0.20948055992696363,2.793473518890149,-0.20601669554260518,1.2265415549597853,0.11680700652417378,0.5608099394596737,0.0,6
2362,Charlie Houston,Calls,-0.30434782608695654,1.4380530973451324,-0.8186968838526912,8.0,-0.4091636197440584,0.0,2.79296066252588,0.39221014791678616,-0.06789634412354942,-0.012600409513309194,0.25603217158176933,-0.8553363712320083,-0.4723187027212271,0.0,9
2363,ENOX,Stacker,-0.2608695652173913,-0.1327433628318585,0.7790368271954675,6.0,0.8689442413162707,0.0,-0.0020703933747412604,-0.22051263714552546,-0.06027397260273973,0.7749251850685147,1.0067024128686326,0.612264972712243,-0.05662603896243696,0.0,8
2364,mui zyu,pour a brain,-0.6086956521739131,0.053097345132743404,-1.161473087818697,7.0,-1.17721663619744,0.0,-0.3913043478260871,1.0357449726458472,14.816857167786404,-0.13230429988974643,-0.9182305630026808,-0.0006873788939124628,-0.011671354332140338,0.0,6
2365,Slim Harpo,Shake Your Hips - Single Version,-0.21739130434782608,0.889380530973451,-0.7960339943342776,7.0,-1.4966864716636197,0.0,0.49068322981366463,1.7094472648936163,1.5457638949480845,0.01890061426996379,0.6849865951742626,-0.6068133470019023,-0.788947074716175,0.0,2
2366,Shemekia Copeland,Money Makes You Ugly,-0.08695652173913043,0.3274336283185838,-0.19263456090651546,7.0,0.5199954296160877,0.0,-0.3126293995859214,-0.04053631153472852,-0.06837727946950528,-0.20979681839659794,-0.1970509383378016,-0.0947634764780129,0.08065586158067793,0.0,2
2367,Joe Nichols,Brokenheartsville,0.6521739130434783,0.6238938053097345,-0.19263456090651546,10.0,0.4185329067641682,0.0,-0.4948240165631471,0.11372270004393517,-0.06521245964575517,-0.13860450464640103,0.07640750670241292,-0.3817797187672216,-25.305743652279517,0.0,4
2368,Kings of Leon,Molly's Chambers,0.7391304347826086,0.23451327433628286,0.6005665722379606,11.0,0.6954981718464351,0.0,0.09109730848861272,0.34420981793798044,-0.06833888840415321,0.5481178138289494,1.2667560321715816,0.6259651451495345,-1.0372253663556783,0.0,10
2369,Ketan Mohite,Space Trip,-1.1304347826086956,-0.26991150442477896,-0.4164305949008496,2.0,-1.5949497257769651,0.0,-0.27122153209109734,-0.21091198880276277,15.305470726812668,-0.24444794455819815,-0.668900804289544,0.7092802076358318,-1.0461526384343947,0.0,6
2370,Requiem,Ben Abraham,-0.13043478260869565,-0.8185840707964603,-1.0396600566572236,11.0,-1.3383226691042043,0.0,-0.37474120082815743,1.428996989343047,-0.020591571416106798,-0.15750511891636482,0.4061662198391421,-1.1506248629686475,-25.402580149277032,0.0,0
2371,3uki,Lose Control feat. Micah Martin (Radio Edit),-0.782608695652174,0.11946902654867217,0.558073654390935,11.0,0.6242001828153566,-1.0,-0.28571428571428575,-0.21692631843648716,-0.0675106884216037,-0.10080327610647347,-0.10321715817694363,0.14131561950022825,-0.24920191056506188,0.0,10
