Id,Artist Name,Track Name,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_in min/ms,time_signature,Class,log_duration_in min/ms,log_acousticness
2181,Fiona Apple,Criminal,62.0,0.595,0.804,7.0,-7.911,0,0.0326,0.0129,1.97e-05,0.299,0.586,89.846,341533.0,4,10,12.741202513798486,0.01281750371061443
2182,Lukas Nelson and Promise of the Real,Perennial Bloom (Back To You),51.0,0.468,0.815,9.0,-5.485,1,0.0337,0.000527,0.008995,0.33,0.492,125.867,196960.0,4,1,12.190761018578423,0.0005268611842684525
2183,Black Honey,Disinfect,40.0,0.561,0.492,2.0,-6.086,0,0.032,0.0194,0.0297,0.0579,0.305,140.041,169473.0,4,10,12.040454801706451,0.019214218923804288
2184,Slayer,Angel Of Death,57.0,0.326,0.99,1.0,-4.38,1,0.147,9.41e-05,0.386,0.145,0.092,105.459,291773.0,4,8,12.58373480897625,9.409557287272628e-05
2185,Tirzah,Send Me,56.0,0.791,0.521,9.0,-11.746,1,0.0688,0.0704,0.218,0.0756,0.616,167.659,243269.0,4,6,12.401927216606712,0.06803241039182696
2186,Nothgard,Lightcrawler,41.0,0.506,0.99,11.0,-6.999,1,0.108,1.91e-05,0.791,0.29,0.0907,119.991,268011.0,4,8,12.498787034609975,1.909981759732259e-05
2187,Rotting Christ,Œß Œû Œ£ - 666,47.0,0.39,0.758,3.0,-6.329,1,0.0312,0.00114,0.829,0.0978,0.0993,84.003,348053.0,4,8,12.76011291913241,0.0011393506934261448
2188,Mason Hill,Against the Wall,42.0,0.566,0.699,3.0,-6.526,0,0.0296,0.000228,0.001565,0.34,0.472,126.043,261387.0,4,10,12.473761172462051,0.00022797401195010856
2189,Jagwar Twin,Down to You,48.0,0.755,0.699,11.0,-5.929,1,0.065,0.00864,0.000139,0.0803,0.611,99.937,232074.0,4,10,12.354815874268134,0.008602888807267872
2190,The Cold Stares,Hard Times,39.0,0.366,0.825,2.0,-8.324,1,0.0622,0.00031,0.0277,0.327,0.769,174.027,206619.0,4,2,12.238636636403436,0.0003099519599280251
2191,Osi And The Jupiter,Appalachia,40.0,0.314,0.311,9.0,-8.601,0,0.0333,0.871,0.516,0.12,0.175,122.424,239049.0,3,8,12.384428014054249,0.6264730472919525
2192,Laura Evans,Solo,24.0,0.535,0.534,11.0,-8.98,0,0.0349,0.337,0.00298,0.222,0.396,169.938,206495.0,4,2,12.238036320735567,0.29042829811980614
2193,Isaiah Rashad,Lay Wit Ya (feat. Duke Deuce),73.0,0.9010499999999992,0.859,1.0,-7.335,1,0.196,0.0347,1.86e-06,0.2,0.967,140.034,197387.0,4,5,12.192926613860159,0.034111529628767866
2194,Burna Boy,Kilometre,68.0,0.724,0.806,9.0,-3.993,1,0.175,0.054,0.000101,0.053,0.449,102.924,152824.0,4,5,11.937048754896926,0.05259245011917058
2195,Dirty Heads,Lay Me Down,64.0,0.668,0.78,7.0,-6.481,1,0.0901,0.0487,0.001565,0.107,0.739,170.032,215147.0,4,10,12.279081442383427,0.047551301858222386
2196,Prides,A Wilder Heart - Acoustic,40.0,0.44,0.339,Unknown,-8.191,1,0.0381,0.672,0.0001215,0.0933,0.353,110.063,241562.0,5,9,12.394885587619433,0.5140205146625099
2197,Old Gods,Emily Scott Robinson,36.0,0.452,0.205,1.0,-10.901,1,0.0524,0.899,0.000143,0.108,0.548,179.224,3.77445,3,0,1.5632787840525206,0.6413274318301488
2198,Woods,Midnight Moment,21.0,0.743,0.673,Unknown,-8.209,1,0.0277,0.23,0.114,0.26,0.964,119.988,177409.0,4,1,12.086218717054694,0.20701416938432615
2199,Nirvana,Smells Like Teen Spirit,82.0,0.502,0.912,1.0,-4.556,1,0.0564,2.55e-05,0.000173,0.106,0.72,116.761,301920.0,4,10,12.617920672732557,2.549967488052702e-05
2200,Walking On Cars,Catch Me If You Can,50.0,0.508,0.844,2.0,-5.989,1,0.0454,0.00329,0.093,0.118,0.303,129.031,261491.0,4,10,12.474158969284922,0.0032845997912162627
2201,bbno$,bad to the bone,67.0,0.9010499999999992,0.574,11.0,-7.969,0,0.251,0.0973,0.000274,0.0801,0.656,106.042,141509.0,4,9,11.860125664946416,0.09285261701461639
2202,AC/DC,Back In Black,84.0,0.31,0.7,9.0,-5.678,1,0.047,0.011,0.00965,0.0828,0.763,188.386,255493.0,4,10,12.450954204984209,0.010939940038334362
2203,Deafheaven,Black Brick,35.0,0.194,0.946,2.0,-5.04,0,0.0742,1.72e-05,0.858,0.355,0.0534,98.626,447298.0,4,8,13.010982553782402,1.7199852081696128e-05
2204,Myrkur,House Carpenter,49.0,0.55,0.53,Unknown,-11.147,0,0.0342,0.809,0.00399,0.13,0.545,93.927,218112.0,4,8,12.292768556098837,0.592774206413158
2205,Highly Suspect,Lydia,53.0,0.417,0.706,6.0,-4.652,0,0.0945,0.00933,0.000572,0.474,0.512,127.884,242560.0,4,10,12.399008504118939,0.009286744391731824
2206,Octopus Montage,Voices,44.0,0.478,0.969,7.0,-2.722,1,0.0618,2.06e-05,2.1e-05,0.334,0.376,150.007,255400.0,4,8,12.450590137999692,2.059978782291389e-05
2207,Berry Sakharof,77' - Acoustic Live,17.0,0.5,0.47,Unknown,-7.996,1,0.0345,0.642,0.0511,0.276,0.346,158.809,268400.0,4,10,12.500237409855137,0.4959150110302365
2208,Don McLean,American Pie,75.0,0.531,0.481,4.0,-11.709,0,0.06,0.699,0.001565,0.0842,0.491,138.45,516893.0,4,10,13.155593103455704,0.530039842689795
2209,Sempra,B Mine?,19.0,0.754,0.92,3.0,-4.484,0,0.05,0.183,0.689,0.187,0.966,147.998,266133.0,4,6,12.491755220318163,0.1680535849962497
2210,Courtney Barnett,"Nameless, Faceless",38.0,0.552,0.873,5.0,-5.146,0,0.033,5.99e-05,1.1e-05,0.067,0.508,121.965,194867.0,4,1,12.180077685253089,5.989820606663738e-05
2211,Dudu Tassa,◊ë◊°◊ï◊£ ◊û◊™◊®◊í◊ú◊ô◊ù ◊ú◊î◊õ◊ú,42.0,0.507,0.883,11.0,-4.465,0,0.0411,0.0179,5.25e-05,0.265,0.689,90.025,241640.0,4,10,12.395208432631799,0.0177416814761571
2212,T≈çth,Turnaround (Cocaine Song),32.0,0.502,0.526,11.0,-7.78,1,0.0666,0.735,3.43e-05,0.294,0.464,179.69,203498.0,4,6,12.223416369847799,0.5510074133988225
2213,Sylvester Cotton,When I'm Gone,4.0,0.569,0.249,11.0,-12.789,1,0.0421,0.96,0.305,0.0817,0.462,105.513,169348.0,4,2,12.039716953297866,0.6729444732424258
2214,Pearl Jam,Immortality - Remastered,56.0,0.633,0.543,2.0,-9.142,1,0.0296,0.0798,0.00671,0.0964,0.118,129.089,318067.0,4,10,12.670020475380541,0.07677583880204955
2215,Britney Spears,Man On The Moon,51.85,0.711,0.668,7.0,-5.962,0,0.0385,0.0311,9.51e-06,0.101,0.318,110.028,3.777333333,4,9,1.5638825107048238,0.030626193541760837
2216,Michael Soriano Trio,Send In the Clowns,47.0,0.408,0.239,3.0,-14.704,1,0.0341,0.941,0.851,0.104,0.172,151.622,3.449383333,3,7,1.4927655097215569,0.6632033041868732
2217,WAAX,Labrador,45.0,0.49,0.794,7.0,-4.288,1,0.102,0.00051,9.58e-05,0.297,0.478,120.037,221627.0,4,10,12.308755579663911,0.0005098699942000939
2218,Nico,These Days,63.0,0.401,0.13,5.0,-17.638,1,0.0312,0.989,0.305,0.101,0.213,93.091,210653.0,4,1,12.25797225607093,0.6876319998718352
2219,Keren Peles,◊ê◊ô◊ü ◊°◊ï◊£ ◊ú◊ú◊ô◊ú◊î,39.0,0.545,0.572,2.0,-5.564,0,0.0328,0.605,0.0001215,0.0601,0.365,128.288,185704.0,4,9,12.13191467212641,0.4731237565819792
2220,"Ash King, Sachin-Jigar","Nazar Na Lag Jaaye (From ""Stree"")",58.0,0.527,0.622,7.0,-8.172,0,0.0842,0.7,2.82e-06,0.126,0.672,173.709,3.43625,4,3,1.489809424978569,0.5306282510621704
2221,The Velvet Underground,Rock & Roll,60.0,0.494,0.735,5.0,-8.347,1,0.0345,0.00401,3.14e-06,0.544,0.742,132.526,283000.0,4,1,12.553205710188037,0.0040019813792979446
2222,Rob Zombie,The Triumph of King Freak (A Crypt of Preservation and Superstition),54.0,0.546,0.919,2.0,-5.467,1,0.0568,5.31e-05,0.178,0.0833,0.383,99.972,247040.0,4,8,12.417309593737818,5.309859024490511e-05
2223,D.Tail,Beast Mode,40.0,0.646,0.818,10.0,-5.582,0,0.236,0.00603,0.000101,0.167,0.475,133.898,215111.0,4,5,12.278914101705308,0.006011892306466737
2224,Dexplicit,Forward Riddim,16.0,0.62,0.734,1.0,-9.659,1,0.564,0.0353,0.617,0.336,0.197,172.063,211139.0,5,5,12.260276699543686,0.03469123978993036
2225,Alien Ant Farm,Smooth Criminal,75.0,0.653,0.964,9.0,-4.261,0,0.0582,0.00316,0.00512,0.144,0.87,126.928,209267.0,4,9,12.251371006157461,0.003155017693300134
2226,The Rock-A-Teens,Woo-Hoo,34.0,0.586,0.784,4.0,-12.678,1,0.0433,0.764,0.565,0.115,0.802,115.062,129587.0,4,10,11.77211546602076,0.5675839575845996
2227,Ryan Turtle Trio,"I Loves You, Porgy",43.0,0.387,0.169,9.0,-16.769,0,0.0353,0.95,0.864,0.0967,0.189,95.746,2.95435,4,7,1.3748162387874416,0.6678293725756554
2228,Frightened Rabbit,Get Out,43.0,0.366,0.859,1.0,-5.957,1,0.0531,0.0334,0.0774,0.139,0.569,178.021,201147.0,4,10,12.211796234499769,0.03285433687094718
2229,M1llionz,How Many Times,62.0,0.629,0.696,2.0,-4.848,0,0.332,0.52,0.000101,0.134,0.752,144.322,188194.0,4,5,12.145233938299091,0.41871033485818504
2230,Willow Kayne,Two Seater,35.0,0.779,0.493,7.0,-8.536,1,0.189,0.194,4.95e-06,0.125,0.535,97.982,147310.0,4,10,11.900301277191346,0.17730901497041035
2231,bloody/bath,Arp-87,37.0,0.527,0.878,1.0,-4.932,1,0.0561,0.2,0.876,0.104,0.198,152.017,169728.0,4,6,12.041958326427858,0.18232155679395465
2232,Lata Mangeshkar,Aji Rooth Kar Ab Kahan Jaiyega,12.0,0.428,0.413,3.0,-6.638,1,0.0319,0.985,0.288,0.174,0.654,125.296,5.0696,3,3,1.803292705041728,0.6856189141391538
2233,Filmore,Who Cares,66.0,0.583,0.828,7.0,-4.768,1,0.0539,0.25,5.335e-05,0.512,0.765,95.035,2.974366667,4,4,1.379865406355469,0.22314355131420976
2234,L.A. WITCH,True Believers,28.0,0.26,0.837,9.0,-3.526,1,0.0455,0.00172,0.685,0.0604,0.486,185.972,121560.0,4,10,11.708171473387154,0.0017185224939643073
2235,Martin Kohlstedt,XEO,50.0,0.437,0.133,Unknown,-20.449,0,0.0335,0.978,0.92,0.119,0.165,103.997,242329.0,4,6,12.39805571259476,0.6820862332005203
2236,Counting Crows,Bobby and the Rat-Kings,49.25,0.47,0.881,5.0,-4.529,1,0.133,0.319,0.001565,0.0856,0.422,141.837,324867.0,4,10,12.691174224962907,0.2768738737351776
2237,For All You Give (feat. Lucy Rose),"The Paper Kites, Lucy Rose",51.0,0.498,0.141,11.0,-17.14,0,0.0386,0.956,0.00348,0.109,0.352,139.099,3.18725,4,0,1.4320441938764426,0.6709015716126255
2238,"Ólafur Arnalds, Alice Sara Ott",Verses,42.0,0.158,0.159,1.0,-17.845,0,0.0401,0.867,0.917,0.392,0.0331,142.239,4.052666667,3,7,1.6199161567876994,0.6243328645595856
2239,Berry Sakharof,◊õ◊õ◊î ◊ñ◊î (◊ú◊ê◊î◊ï◊ë ◊ê◊ï◊™◊ö) - ◊í◊®◊°◊î ◊û◊ï◊ß◊ì◊û◊™,23.0,0.512,0.872,11.0,-6.956,0,0.0338,0.0415,0.00225,0.404,0.563,156.487,242965.0,4,10,12.400676794837818,0.040661981718889635
2240,Gus Dapperton,First Aid,58.0,0.623,0.48,10.0,-4.39,0,0.0269,0.0148,0.00141,0.086,0.355,140.015,268509.0,4,6,12.500643436185376,0.014691548742989757
2241,Tee Grizzley,What We On (feat. Big Sean),57.0,0.786,0.689,1.0,-6.765,1,0.236,0.266,0.000101,0.109,0.53,86.974,209655.0,4,5,12.253223371316507,0.23586232372198446
2242,Fear,Let's Have A War,37.0,0.399,0.828,2.0,-9.06,1,0.0517,0.0177,0.001565,0.39,0.374,99.094,140760.0,4,10,11.854818695701278,0.017545179215748816
2243,"Ola W Jansson, Kristoffer Wallin, Edvin Fridolfsson, W JAZZ TRIO",A Tribute To Oscar Peterson,5.0,0.434,0.213,5.0,-17.591,1,0.0357,0.927,0.893,0.108,0.193,91.755,3.099083333,4,7,1.4107633713960546,0.6559643894322293
2244,Kezia Gill,The Mess I Made,29.0,0.305,0.658,4.0,-4.841,0,0.0388,0.252,0.00298,0.243,0.24,80.718,182117.0,4,2,12.112410107618157,0.22474227267790678
2245,Queensr√øche,Silent Lucidity - Remastered 2003,63.0,0.462,0.628,7.0,-5.659,1,0.0274,0.0534,0.00025,0.12,0.0981,140.049,347760.0,4,8,12.759270741204894,0.052023028067151915
2246,Magic Dick,Pontiac Blues,14.0,0.392,0.872,3.0,-4.834,1,0.0421,0.16,9.34e-06,0.18,0.48,176.432,319493.0,4,2,12.67449377328067,0.1484200051182733
2247,Phantom Handshakes,Cricket Songs,33.0,0.494,0.514,1.0,-8.098,1,0.0269,0.272,0.877,0.104,0.26,133.982,230480.0,4,6,12.347923708520257,0.24059046491793043
2248,Ariel View,Temporary,37.0,0.576,0.519,6.0,-8.847,1,0.0269,0.0839,0.0882,0.266,0.546,110.07,214375.0,4,10,12.275486761614493,0.08056564783956717
2249,Deep Purple,Throw My Bones,38.0,0.335,0.892,7.0,-3.688,0,0.0751,0.0146,2.33e-06,0.336,0.408,179.835,218693.0,4,10,12.295428771446268,0.014494446150452565
2250,Mississippi Big Beat,Hurricane,12.0,0.676,0.662,7.0,-4.061,1,0.0324,0.0148,0.00682,0.104,0.154,104.001,255840.0,4,2,12.452311436753075,0.014691548742989757
2251,Crooked Teeth,Beg,44.0,0.486,0.806,1.0,-3.479,1,0.0384,0.0303,0.0854,0.0621,0.451,99.873,151288.0,4,10,11.92694719389484,0.0298500219688853
2252,LO,Ani Oogiot,3.0,0.559,0.463,Unknown,-11.841,1,0.0257,0.201,0.00226,0.122,0.155,99.014,229520.0,4,6,12.343749807564542,0.18315454309784648
2253,POORSTACY,Choose Life,54.0,0.548,0.967,1.0,-2.759,0,0.0898,0.00364,0.001565,0.461,0.526,105.949,129340.0,4,10,11.770207606530924,0.0036333912324207737
2254,Laura Marling,Strange Girl,54.0,0.682,0.74,2.0,-9.886,1,0.0445,0.286,2.13e-06,0.0812,0.904,98.999,201893.0,4,1,12.215498086177329,0.25153662581542763
2255,Grateful Dead,St. Stephen - 2013 Remaster,45.0,0.394,0.366,9.0,-12.883,1,0.0472,0.552,9.3e-06,0.0991,0.549,91.259,267507.0,4,10,12.496904751413062,0.43954442176102704
2256,Black Label Society,Stillborn,62.0,0.585,0.881,5.0,-4.719,0,0.0366,2.27e-05,0.000939,0.376,0.425,107.028,196040.0,4,8,12.18607910001027,2.2699742358898963e-05
2257,Tame Impala,Remember Me,52.0,0.631,0.851,7.0,-5.871,1,0.04,0.392,0.0647,0.57,0.469,107.008,261040.0,4,10,12.472432762090389,0.33074156191222787
2258,Doyle Bramhall,Life by the Drop,41.0,0.511,0.686,1.0,-5.02,0,0.0278,0.017,0.00265,0.119,0.309,110.509,185693.0,4,2,12.131855436641105,0.016857117066422903
2259,Omer Adam,◊ë◊ó◊ï◊®◊ô◊ù ◊ò◊ï◊ë◊ô◊ù,37.0,0.436,0.437,1.0,-6.702,0,0.0409,0.696,0.0001215,0.0695,0.407,149.596,194760.0,4,9,12.179528444807998,0.5282725373697112
2260,Loverground,Be Patient,52.0,0.688,0.462,Unknown,-13.723,1,0.032,0.224,0.217,0.0987,0.35,114.036,216794.0,4,6,12.286707485551052,0.20212418409013436
2261,Idan Amedi,◊ê◊ô◊ü ◊ê◊ï◊™◊ö,30.0,0.483,0.666,4.0,-6.612,0,0.0342,0.611,0.0001215,0.104,0.421,90.181,233840.0,3,9,12.36239667620431,0.47685510419483734
2262,The Rolling Stones,Brown Sugar - 2005 Digital Remaster,47.0,0.654,0.873,Unknown,-6.01,1,0.0329,0.219,2.85e-05,0.0838,0.967,128.899,229627.0,4,10,12.344215887211615,0.1980308504991345
2263,White Trash,Apple Pie,33.0,0.631,0.885,Unknown,-9.799,1,0.0901,0.0378,0.000673,0.209,0.62,108.604,247693.0,4,10,12.419949392333852,0.0371030879515022
2264,Durukan Betses,√áakal,18.0,0.709,0.679,4.0,-7.576,0,0.033,0.000244,0.209,0.222,0.308,109.963,245375.0,4,10,12.410547006965261,0.00024397023684137535
2265,◊î◊ú◊ù ◊™◊®◊ë◊ï◊™,◊ê◊ú◊£ ◊ß◊†◊ê◊ô◊ù,23.0,0.753,0.722,10.0,-5.348,0,0.305,0.533,0.000101,0.599,0.858,92.152,260543.0,4,5,12.47052703186265,0.4272265998896771
2266,Young Stoner Life,Slam The Door,65.0,0.9010499999999992,0.527,10.0,-10.292,0,0.321,0.09,0.000101,0.0959,0.764,119.936,188440.0,4,5,12.146540239528829,0.08617769624105233
2267,Somerset,–ö–∞–π–º–∞–Ω—ã,30.0,0.621,0.76,11.0,-7.493,0,0.0345,0.000168,0.225,0.14,0.839,119.993,244000.0,4,6,12.404927602627597,0.00016798588958034488
2268,AleXa,Is It On,27.0,0.755,0.779,9.0,-3.913,0,0.149,0.0534,2.54e-05,0.1,0.472,99.962,224853.0,4,9,12.323206581678155,0.052023028067151915
2269,grandson,Identity,52.0,0.495,0.731,8.0,-6.304,1,0.0458,0.000348,0.001565,0.0598,0.284,120.004,216000.0,4,10,12.283038316285214,0.00034793946204439847
2270,Ben Kweller,American Cigarettes,42.0,0.692,0.488,7.0,-7.007,1,0.0341,0.00516,0.0457,0.113,0.291,144.06,222500.0,4,6,12.312686874960354,0.005146732819529831
2271,King Princess,PAIN,57.0,0.584,0.857,6.0,-5.236,1,0.0699,0.00547,0.000463,0.13,0.544,103.517,218200.0,4,6,12.293171935322027,0.005455093882934241
2272,The Doors,Roadhouse Blues - New Stereo Mix,47.0,0.602,0.668,9.0,-8.023,1,0.0308,0.0929,4.79e-06,0.0708,0.753,120.229,248147.0,4,10,12.421780621341762,0.08883471370049074
2273,Blackalicious,Swan Lake,51.0,0.894,0.53,9.0,-9.995,0,0.22,0.121,0.012,0.353,0.627,95.864,339387.0,4,5,12.734899274645716,0.11422114409002286
2274,Jeremy Zucker,HONEST,67.0,0.744,0.627,11.0,-6.882,1,0.265,0.13,0.0001215,0.0993,0.781,99.977,2.95051667,4,9,1.3738463728907708,0.12221763272424921
2275,The Kid LAROI,WITHOUT YOU (with Miley Cyrus),86.0,0.655,0.469,Unknown,-6.257,1,0.0292,0.173,0.001565,0.0956,0.467,92.56,161385.0,4,10,11.991554290039657,0.1595645696713384
2276,Trisha Yearwood,Shallow (The Duet with Garth Brooks and Trisha Yearwood),60.0,0.359,0.392,5.0,-7.879,1,0.0292,0.569,5.335e-05,0.112,0.369,95.494,3.697816667,4,4,1.547097861848204,0.4504384737508955
2277,Lush,Desire Lines,46.0,0.376,0.663,9.0,-5.451,0,0.0325,0.000167,0.00479,0.075,0.0725,121.049,459173.0,4,6,13.03718450217545,0.00016698605705229325
2278,The Amazons,Mother,44.0,0.429,0.873,5.0,-6.121,1,0.0539,0.00362,0.299,0.111,0.439,79.529,305345.0,4,10,12.629200838843849,0.0036134635698352974
2279,–î—É—Ä–Ω–æ–π –í–∫—É—Å,–∑–≤—É–∫ –∏ —Ç–µ–º–Ω–æ—Ç–∞,45.0,0.537,0.751,4.0,-6.36,0,0.0331,0.346,0.845,0.0944,0.776,163.963,210732.0,4,6,12.258347208316374,0.29713723122253605
2280,Advaita,Gamapani,6.0,0.677,0.736,4.0,-9.916,1,0.0432,0.274,0.146,0.195,0.974,129.933,1.365333333,4,0,0.8609189561982442,0.24216155714997162
2281,JayWood,What You Do To Me,35.0,0.495,0.868,7.0,-5.122,1,0.0621,0.124,0.815,0.0916,0.668,81.024,254024.0,4,1,12.445187966354082,0.11689375147149933
2282,Savannah Conley,Being Around You,26.0,0.598,0.591,8.0,-5.387,1,0.0262,0.179,0.00066,0.0714,0.467,93.071,178484.0,3,6,12.092259843057363,0.16466662155523387
2283,Public Image Ltd.,Rise,52.0,0.533,0.739,7.0,-9.361,1,0.0561,0.00299,3.69e-06,0.475,0.636,86.345,378373.0,4,1,12.843638403439787,0.0029855388403659962
2284,Lior Narkis,◊ó◊ú◊ß◊™ ◊ê◊ú◊ï◊î◊ô◊ù - ◊î◊©◊ô◊® ◊©◊ú ◊ê◊ï◊§◊ô◊®,44.0,0.479,0.444,Unknown,-6.497,1,0.0316,0.857,0.0001215,0.141,0.236,107.915,174242.0,4,9,12.06820615564942,0.6189622823705687
2285,Zeev Tene,Beirut,18.0,0.76,0.713,2.0,-11.087,1,0.0318,0.00248,0.0457,0.122,0.881,99.032,149813.0,4,6,11.91714980364226,0.0024769298748925353
2286,Simon Provencher,Mesures,7.0,0.321,0.43,Unknown,-12.999,0,0.0336,0.726,0.889,0.142,0.244,132.396,155705.0,3,6,11.955724892725083,0.5458065926612362
2287,Kishore Kumar,Zindagi Milke Bitayenge - Sad Version / Satte Pe Satta / Soundtrack Version,16.0,0.305,0.061875000000000006,3.0,-16.577,0,0.0367,0.932,0.000103,0.151,0.219,92.074,1.796,5,3,1.028189824371564,0.6585557357903263
2288,boy pablo,wachito rico,59.0,0.702,0.748,9.0,-9.304,1,0.0463,0.0334,0.00296,0.104,0.967,123.02,214146.0,4,6,12.274417974073106,0.03285433687094718
2289,Zara Larsson,Morning,34.0,0.619,0.631,11.0,-6.018,1,0.104,0.131,1.18e-06,0.246,0.772,106.309,175305.0,4,9,12.074288297362955,0.1231021971339834
2290,N√ºrnberg,Viera,29.0,0.469,0.827,9.0,-4.363,0,0.0343,0.000307,0.000801,0.189,0.698,154.908,182029.0,4,6,12.111926787639945,0.00030695288514259413
2291,Ariana Grande,god is a woman - live,53.0,0.498,0.836,10.0,-5.224,0,0.0669,0.158,6.59e-06,0.971,0.279,144.882,3.551133333,4,9,1.5153762861223703,0.14669437915080352
2292,Nana Adjoa,No Room,49.0,0.561,0.439,9.0,-12.044,1,0.0369,0.458,0.0503,0.105,0.307,145.425,209839.0,3,1,12.254100614540755,0.37706563358646644
2293,Deathbeds AU,Enough Isn't Enough,17.0,0.374,0.982,10.0,-3.753,0,0.145,0.00113,6.87e-05,0.311,0.0945,178.013,200254.0,4,8,12.207346833407904,0.0011293620305584163
2294,Whitesnake,Here I Go Again - 2018 Remaster,70.0,0.292,0.823,7.0,-6.763,1,0.0407,0.0117,7.79e-05,0.155,0.244,89.939,275395.0,4,10,12.525965340842962,0.011632084229707653
2295,Kevo Muney,I Got Feelings,50.0,0.803,0.545,10.0,-8.822,1,0.279,0.0336,0.000101,0.112,0.0993,144.01,183230.0,4,5,12.118502930880897,0.033047854046200344
2296,Etherius,The Rivers of Sand and Blood,27.0,0.302,0.963,1.0,-6.881,0,0.142,1.26e-05,0.866,0.361,0.0901,193.7541,206093.0,4,8,12.236087654373272,1.2599920620666784e-05
2297,2WEI,Boom Boom,59.0,0.485,0.737,2.0,-7.572,1,0.0943,0.00731,0.00313,0.0757,0.143,155.718,172987.0,4,2,12.060977506912261,0.007283411446258817
2298,Jack Harlow,Already Best Friends (feat. Chris Brown),77.0,0.873,0.575,10.0,-7.284,0,0.0702,0.0891,0.000101,0.108,0.872,103.005,197031.0,4,5,12.191121431076962,0.0853516670995037
2299,Pretty Sick,Superstar,47.0,0.554,0.606,7.0,-5.74,1,0.0256,0.152,7.67e-06,0.282,0.599,93.991,220768.0,4,6,12.304872184977553,0.1414995622736995
2300,"Ilaiyaraaja, K. J. Yesudas",Surmayee Ankhiyon Mein - Happy Version,43.0,0.616,0.375,6.0,-7.464,0,0.0254,0.52,0.000982,0.0636,0.47,96.351,4.6,4,3,1.7227665977411035,0.41871033485818504
2301,Melanie C,Never Be The Same Again - Acoustic,40.0,0.686,0.387,7.0,-8.148,0,0.0316,0.7,2.66e-06,0.114,0.471,80.991,205134.0,4,9,12.231423577965844,0.5306282510621704
2302,Basement,Promise Everything,46.0,0.3,0.957,4.0,-5.993,1,0.112,2.67e-05,1.58e-05,0.266,0.352,76.256,157080.0,4,10,11.96451687485452,2.6699643561344593e-05
2303,Justice,We Are Your Friends - Justice Vs Simian,61.0,0.615,0.97,9.0,-2.170850000000002,0,0.119,0.0104,0.384,0.178,0.507,122.993,262773.0,4,6,12.479049626147258,0.010346292054144302
2304,The Stone Roses,Beautiful Thing,40.0,0.643,0.726,Unknown,-8.973,1,0.0529,0.00065,0.0108,0.0801,0.553,94.026,422173.0,4,10,12.95317283031156,0.0006497888414970632
2305,Lil' Kim,"Not Tonight (feat. Da Brat, Left Eye, Missy ""Misdemeanor"" Elliott and Angie Martinez) - Remix",55.0,0.854,0.602,6.0,-10.162,0,0.32,0.0689,0.000101,0.292,0.592,99.429,252520.0,4,5,12.439249692556091,0.066630082297763
2306,Dinosaur Jr.,Start Choppin',53.0,0.373,0.755,2.0,-7.574,1,0.103,0.00411,0.000799,0.0635,0.57,111.813,340187.0,4,1,12.737253684953172,0.00410157702107499
2307,Nicola Wincenc,SXSPLXN,26.0,0.317,0.905,2.0,-7.521,1,0.0687,0.000639,0.162,0.0721,0.197,135.822,187200.0,4,10,12.139938184891703,0.0006387959264307128
2308,pg.lost,Eraser,46.0,0.242,0.87,7.0,-6.416,1,0.049,5.21e-06,0.76,0.37,0.192,127.01,510240.0,4,8,13.14263844210399,5.209986427997141e-06
2309,JAY-Z,Big Pimpin',68.0,0.88,0.814,11.0,-6.307,0,0.14,0.168,0.00672,0.0584,0.942,138.083,283067.0,4,5,12.553442430447626,0.15529288440603534
2310,Creeper,Be My End,43.0,0.367,0.88,Unknown,-3.193,1,0.0569,0.00471,0.0011,0.098,0.407,163.826,158545.0,4,10,11.973800051013745,0.0046989426564652045
2311,Varg,Zeichen,22.0,0.197,0.962,9.0,-6.897,0,0.114,0.0007,0.736,0.343,0.0399,167.144,313000.0,3,8,12.653961664405365,0.000699755114273342
2312,Rich Homie Quan,To Be Worried,44.0,0.494,0.647,4.0,-8.424,0,0.375,0.019,0.000101,0.113,0.338,158.599,182303.0,4,5,12.113430902280122,0.018821754240587758
2313,Toronzo Cannon,The Chicago Way,35.0,0.557,0.933,4.0,-4.871,0,0.0499,0.223,0.00772,0.107,0.648,110.843,262347.0,4,2,12.47742714568195,0.20130685670503531
2314,The Breeders,Wait in the Car,35.0,0.466,0.77,6.0,-5.852,0,0.0322,0.00596,0.000513,0.202,0.475,140.233,122878.0,4,6,11.718955410327553,0.005942309455629265
2315,Orden Ogan,Let the Fire Rain,51.0,0.406,0.945,2.0,-2.278,0,0.0673,4.95e-05,0.000166,0.233,0.178,92.464,275746.0,4,8,12.527239057636804,4.949877491542762e-05
2316,Bruno Mars,Marry You,75.0,0.62,0.832,10.0,-4.848,1,0.036,0.332,0.0001215,0.104,0.481,144.926,230120.0,4,9,12.346360536526626,0.2866815721181974
2317,Marchita,Silvana Estrada,34.0,0.427,0.0767,4.0,-13.472,0,0.0442,0.981,1.73e-06,0.0599,0.352,104.699,3.779116667,4,0,1.5642557317274213,0.6836017677164139
2318,The Horrors,Still Life,50.0,0.392,0.677,7.0,-6.165,1,0.0281,0.00192,0.00486,0.565,0.517,170.091,321133.0,4,1,12.679613760488895,0.0019181591559038237
