Id,MSSubClass,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Condition1,Condition2,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofMatl,MasVnrType,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SalePrice,SalePrice_log,GrLivArea_log,TotalBsmtSF_log,LotArea_log,HouseAge,RemodAge,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing,Exterior2nd_AsphShn,Exterior2nd_Brk Cmn,Exterior2nd_BrkFace,Exterior2nd_CBlock,Exterior2nd_CmentBd,Exterior2nd_HdBoard,Exterior2nd_ImStucc,Exterior2nd_MetalSd,Exterior2nd_Other,Exterior2nd_Plywood,Exterior2nd_Stone,Exterior2nd_Stucco,Exterior2nd_VinylSd,Exterior2nd_Wd Sdng,Exterior2nd_Wd Shng,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,Foundation_CBlock,Foundation_PConc,Foundation_Stone,Foundation_Wood,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,SaleType_CWD,SaleType_Con,SaleType_ConLD,SaleType_ConLI,SaleType_ConLw,SaleType_New,SaleType_Oth,SaleType_WD,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_None,GarageFinish_None,GarageFinish_RFn,GarageFinish_Unf,CentralAir_Y,TotalSF,OverallQual_GrLivArea,BathPerRoom,GarageQuality,FireplacesPerSF,FrontageRatio
205,50,50.0,3500,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,5,7,1947,1950,CompShg,None,0.0,2.0,TA,TA,TA,No,LwQ,312,Unf,0,408,720,GasA,2.0,SBrkr,-1.3081089835426287,564,0,1284,0,0,1,1,2,1,2.0,5,Typ,0,None,1948.0,1,-1.1132202593169886,TA,TA,Y,0,35,0,0,0,0,None,MnWw,None,0,4,2009,110000,11.608244735642321,7.158513997329321,6.580639137284949,8.160803920954665,62,59,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,1282.6918910164572,6420,0.3333333333333333,-0.0008663192679509639,0.0,0.014281633818908884
206,20,99.0,11851,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,7,5,1990,1990,CompShg,None,0.0,2.0,TA,Gd,TA,No,Unf,0,Unf,0,1424,1424,GasA,4.0,SBrkr,1.0689409760777417,0,0,1442,0,0,2,0,3,1,2.0,5,Typ,0,None,1990.0,2,0.23610684494405987,TA,TA,Y,0,34,0,508,0,0,None,None,None,0,5,2009,180500,12.103491596905931,7.274479558773871,7.261927092702751,9.380251908693456,19,19,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,1425.0689409760778,10094,0.3333333333333333,0.00016362220716844065,0.0,0.00835302058724266
207,20,40.0,13673,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,RRAe,Norm,5,5,1962,1962,CompShg,None,0.0,2.0,Gd,TA,TA,No,Unf,0,Unf,0,1140,1140,GasA,2.0,SBrkr,1.9051884687973735,0,0,1696,0,0,1,1,3,1,2.0,8,Min2,1,TA,1962.0,1,-0.5475408194537029,TA,TA,Y,0,30,0,0,0,0,None,None,None,0,3,2007,143900,11.87688084212164,7.436617265234227,7.039660349862076,9.523251498473739,45,45,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,1141.9051884687974,8480,0.2222222222222222,-0.0003226522212455527,0.0008749632166249468,0.00292525961679099
208,20,73.9,12493,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,4,5,1960,1960,CompShg,None,0.0,2.0,TA,TA,TA,No,ALQ,419,Rec,306,375,1100,GasA,2.0,SBrkr,-0.057030057426644354,0,0,1100,1,0,1,0,3,1,2.0,6,Typ,1,Po,1960.0,1,-0.7395604458293137,TA,TA,Y,355,0,0,0,0,0,None,GdWo,None,0,4,2008,141000,11.856522261533737,7.00397413672268,7.00397413672268,9.433003808053515,48,48,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,1099.9429699425734,4400,0.14285714285714285,-0.0006717170261846628,0.0009083122625799238,0.0059148391227789344
209,60,92.69333333333333,14364,Pave,None,IR1,Low,AllPub,Inside,Mod,Norm,Norm,7,5,1988,1989,CompShg,BrkFace,128.0,3.0,TA,Gd,TA,Gd,GLQ,1065,Unf,0,92,1157,GasA,4.0,SBrkr,0.206354979650405,882,0,2062,1,0,2,1,3,1,2.0,7,Typ,1,Gd,1988.0,2,-0.0026202581175102675,TA,TA,Y,60,55,0,0,154,0,None,None,None,0,4,2007,277000,12.531776395271262,7.631916513071252,7.05444965813294,9.57254997141339,19,18,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,2039.2063549796503,14434,0.375,-1.2701202702424951e-06,0.0004901464979555827,0.006452720733263719
210,20,75.0,8250,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,6,7,1964,1964,CompShg,Stone,260.0,2.0,TA,Gd,TA,No,Rec,787,Unf,0,305,1092,GasA,4.0,SBrkr,-0.08336856113434929,0,0,1092,1,0,1,0,3,1,2.0,6,Typ,0,None,1964.0,2,0.25686572347115294,TA,Gd,Y,0,0,0,0,0,0,None,MnPrv,None,0,7,2008,145000,11.884495917930655,6.996681488176539,6.996681488176539,9.018089684104343,44,44,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,1091.9166314388656,6552,0.14285714285714285,0.00023500981104405575,0.0,0.009089807296085323
211,30,67.0,5604,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,5,6,1925,1950,CompShg,None,0.0,2.0,TA,TA,TA,No,Rec,468,Unf,0,396,864,GasA,2.0,FuseA,-0.8340159168039399,0,0,864,1,0,1,0,2,1,2.0,5,Typ,0,None,1938.7927777777775,0,-2.358752970942572,None,None,Y,0,0,96,0,0,0,None,None,None,0,4,2008,98000,11.49273296168228,6.762729506931879,6.762729506931879,8.63141433550626,83,58,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,863.165984083196,4320,0.16666666666666666,-0.0027268820473324534,0.0,0.011953612845673506
212,20,83.0,10420,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,6,5,2009,2009,CompShg,None,0.0,2.0,TA,Gd,TA,Mn,GLQ,36,Unf,0,1176,1212,GasA,4.0,SBrkr,0.31170899448122474,0,0,1212,0,0,2,0,3,1,3.0,6,Typ,0,None,2009.0,2,0.028518059673129315,TA,TA,Y,100,22,0,0,0,0,None,None,None,0,3,2010,186000,12.133507329024972,7.10085190894405,7.10085190894405,9.251578279992428,1,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,1212.3117089944813,7272,0.2857142857142857,2.3510354223519633e-05,0.0,0.00796468669033682
213,60,72.0,8640,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,7,5,2009,2009,CompShg,None,0.0,2.0,TA,Gd,TA,No,GLQ,822,Unf,0,78,900,GasA,4.0,SBrkr,-0.610138635288448,920,0,1852,1,0,2,1,3,1,3.0,7,Typ,1,TA,2009.0,2,0.9834264719194099,TA,TA,Y,168,108,0,0,0,0,None,None,None,0,7,2009,252678,12.439875187430008,7.52456122628536,6.803505257608338,9.0642735958414,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,1819.3898613647116,12964,0.375,0.0005307212476629304,0.0005493328771070605,0.008332368938780234
214,20,43.0,13568,Pave,None,IR2,Lvl,AllPub,CulDSac,Gtl,Norm,Norm,5,5,1995,1995,CompShg,None,0.0,2.0,TA,Gd,TA,No,ALQ,716,Unf,0,274,990,GasA,4.0,SBrkr,-0.41918448340758724,0,0,990,0,1,1,0,3,1,2.0,5,Typ,0,None,1996.0,2,0.630525536958828,TA,TA,Y,224,0,0,0,0,0,None,None,None,0,7,2006,156000,11.957617696467539,6.898714534329988,6.898714534329988,9.515543058145953,11,11,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,989.5808155165925,4950,0.16666666666666666,0.0006362518031875156,0.0,0.0031689881347188443
215,60,81.83333333333333,10900,Pave,None,IR1,Lvl,AllPub,FR2,Gtl,Norm,Norm,6,7,1977,1977,CompShg,BrkFace,153.0,2.0,TA,Gd,TA,No,GLQ,378,Unf,0,311,689,GasA,4.0,SBrkr,-1.4101706854099854,703,0,1392,0,0,1,1,3,1,2.0,6,Typ,0,None,1977.0,1,-0.8070268010423661,TA,TA,Y,0,36,0,0,0,0,None,MnPrv,Shed,450,3,2010,161750,11.993813394724253,7.239214973779806,6.536691597591305,9.296609807128359,33,33,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,1390.5898293145901,8352,0.2857142857142857,-0.0005793444372163432,0.0,0.007506956548328899
216,20,72.0,10011,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,5,6,1957,1996,CompShg,BrkFace,64.0,2.0,TA,TA,TA,No,BLQ,360,Unf,0,710,1070,GasA,2.0,SBrkr,0.3907245056043396,0,0,1236,0,1,1,0,2,1,3.0,6,Min1,1,Fa,1957.0,1,-0.038948295539923114,TA,TA,Y,0,0,0,0,0,0,None,MnPrv,None,0,5,2006,134450,11.808955099378537,7.1204443723924875,6.976348070447749,9.211539652551664,49,10,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,1070.3907245056043,6180,0.14285714285714285,-3.148609178651828e-05,0.0009333663033730782,0.007191370355573312
217,20,65.0,8450,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,7,5,2004,2004,CompShg,BrkFace,266.0,3.0,TA,Gd,TA,Mn,GLQ,946,Unf,0,490,1436,GasA,4.0,SBrkr,1.0491870982969629,0,0,1436,1,0,2,0,3,1,3.0,8,Typ,0,None,2004.0,2,0.15307133083568764,TA,TA,Y,139,98,0,0,0,0,None,None,None,0,4,2008,210000,12.25486757159303,7.270312886079025,7.270312886079025,9.042040056544483,4,4,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,1437.049187098297,10052,0.2222222222222222,0.00010652145500047852,0.0,0.007691397467755295
218,70,57.0,9906,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,4,4,1925,1950,CompShg,None,0.0,2.0,TA,TA,TA,No,Unf,0,Unf,0,686,686,GasA,1.0,SBrkr,-1.0118008168309482,518,0,1328,0,0,1,0,3,1,2.0,8,Typ,0,None,1940.0,1,-1.2689118482701867,TA,TA,Y,0,172,60,0,0,0,None,None,None,0,9,2006,107000,11.580593459194764,7.192182058713246,6.532334292222349,9.20099685697303,81,56,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,1202.988199183169,5312,0.1111111111111111,-0.0009547869437698921,0.0,0.00575350762087413
219,50,89.38,15660,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,7,9,1939,2006,CompShg,BrkFace,312.0,3.0,Gd,TA,TA,No,BLQ,341,Unf,0,457,798,GasA,4.0,SBrkr,0.06478552222149098,817,0,1954,0,1,1,1,3,1,3.0,8,Typ,2,TA,1939.0,2,-0.12198380964829533,TA,TA,Y,0,119,150,0,0,0,None,None,None,0,5,2008,311500,12.649157827477366,7.578145472419466,6.683360945766275,9.658928824466434,69,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,1615.0647855222214,13678,0.2222222222222222,-6.23958105617879e-05,0.0012375741479656783,0.005707170678756145
220,120,43.0,3010,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,7,5,2005,2006,CompShg,BrkFace,16.0,3.0,TA,Gd,TA,Av,GLQ,16,Unf,0,1232,1248,GasA,4.0,SBrkr,0.43023226116589697,0,0,1248,0,0,2,0,2,1,3.0,5,Typ,0,None,2005.0,2,-0.08565577222588248,TA,TA,Y,108,0,0,0,0,0,None,None,None,0,3,2006,167240,12.027191164883384,7.130098510125578,7.130098510125578,8.010027528481734,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,1248.4302322611659,8736,0.3333333333333333,-6.857948136579863e-05,0.0,0.014280969777482564
221,20,73.0,8990,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,7,5,2006,2006,CompShg,None,0.0,3.0,TA,Gd,TA,Mn,Unf,0,Unf,0,1498,1498,GasA,4.0,SBrkr,1.2533105020316762,0,0,1498,0,0,2,0,2,1,3.0,5,Typ,0,None,2006.0,2,1.144307780504381,TA,TA,Y,351,33,0,0,0,0,None,None,None,0,4,2006,204900,12.230282214644559,7.312553498102598,7.312553498102598,9.103979355984773,0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,1499.2533105020316,10486,0.3333333333333333,0.0007633807741857112,0.0,0.008119230341452564
222,60,59.82666666666667,8068,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,6,5,2002,2002,CompShg,None,0.0,3.0,TA,Gd,TA,No,Unf,0,Unf,0,1010,1010,GasA,4.0,SBrkr,-0.3533382241383249,1257,0,2267,0,0,2,1,4,1,3.0,8,Typ,1,TA,2002.0,2,-0.33476231455099914,TA,TA,Y,120,46,0,0,0,0,None,None,None,0,12,2009,200000,12.206077645517674,7.7266536648476425,6.918695219020472,8.995784837848506,7,7,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,2266.6466617758615,13602,0.3333333333333333,-0.00014760243145987617,0.0004409858100277714,0.007414384269013095
223,60,85.0,11475,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,RRAn,Norm,6,6,1975,1975,CompShg,None,0.0,2.0,TA,Gd,TA,No,ALQ,550,Unf,0,163,713,GasA,2.0,SBrkr,-1.0085085038674853,741,0,1552,1,0,2,1,3,1,2.0,6,Typ,1,TA,1975.0,2,-0.10641465075297554,TA,TA,Y,209,208,0,0,0,0,None,MnPrv,None,0,2,2006,179900,12.100161978566867,7.347943823148687,6.570882962339584,9.348013177101256,31,31,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,1452.9914914961325,9312,0.42857142857142855,-6.85219901822122e-05,0.0006877619338549341,0.007406761937957477
224,20,70.0,10500,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,Norm,Norm,4,6,1971,1971,CompShg,None,0.0,2.0,TA,TA,TA,No,ALQ,524,LwQ,180,160,864,GasA,3.0,SBrkr,-0.8340159168039399,0,0,864,0,0,1,0,2,1,2.0,4,Typ,0,None,1989.0,2,0.630525536958828,TA,TA,Y,216,0,0,0,0,0,None,None,None,0,3,2009,97000,11.48247656671073,6.762729506931879,6.762729506931879,9.259225769705994,38,38,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,863.165984083196,3456,0.2,0.0007289312565998011,0.0,0.0066660318064946196
227,60,82.0,9950,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,7,5,1995,1995,CompShg,BrkFace,290.0,3.0,TA,Gd,TA,No,GLQ,565,Unf,0,638,1203,GasA,4.0,SBrkr,0.318293620408151,1306,0,2520,0,0,2,1,4,1,3.0,9,Typ,1,TA,1995.0,3,1.3830348835659512,TA,TA,Y,224,114,0,0,0,0,None,None,None,0,6,2007,290000,12.577639650232573,7.83241092718792,7.093404625868766,9.205428327615163,12,12,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,2509.3182936204084,17640,0.3,0.00054860566583338,0.00039835585891293056,0.008240377851472214
229,20,70.0,8521,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,Feedr,Norm,5,5,1967,1967,CompShg,None,0.0,2.0,TA,TA,TA,No,ALQ,842,Unf,0,70,912,GasA,2.0,SBrkr,-0.6759848945577104,0,0,912,0,0,1,0,3,1,2.0,5,Typ,1,Fa,1974.0,1,-0.6150071746667554,TA,TA,Y,0,0,0,0,0,0,None,MnPrv,None,0,5,2010,125000,11.736077016252437,6.816735880594968,6.816735880594968,9.050406334059858,43,43,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,911.3240151054423,4560,0.16666666666666666,-0.000673611363271364,0.0010961018053267232,0.008214034264257217
230,120,43.0,3182,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,7,5,2005,2006,CompShg,BrkFace,16.0,3.0,TA,Gd,TA,Av,GLQ,16,Unf,0,1357,1373,GasA,4.0,SBrkr,1.4409723409490738,0,0,1555,0,0,2,0,2,1,3.0,7,Typ,1,TA,2005.0,2,-0.1271735292800686,TA,TA,Y,143,20,0,0,0,0,None,None,None,0,5,2009,192500,12.167856627501678,7.349873704738337,7.2254814727822945,8.065579427282092,4,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,1374.440972340949,10885,0.25,-8.17310599486302e-05,0.0007270395604822194,0.013509267986176562
231,20,73.0,8760,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,6,6,1959,1959,CompShg,BrkFace,220.0,2.0,TA,TA,TA,No,Unf,0,Unf,0,1194,1194,GasA,2.0,SBrkr,0.25244736113888866,0,0,1194,1,0,1,0,3,1,2.0,6,Typ,0,None,1959.0,1,-0.7395604458293137,TA,TA,Y,0,0,120,0,0,0,None,None,None,0,4,2010,148000,11.904974309480183,7.085901464365611,7.085901464365611,9.078065332666364,51,51,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,1194.2524473611388,7164,0.14285714285714285,-0.0006188790341667896,0.0,0.008332382148156603
